Timestamp,Device,IP Address,Status,Latency (ms),CPU (%),RAM (%)
2026-08-13 22:12:09,Cloudflare DNS,1.1.1.1,NORMAL,26.04,,
2026-08-13 22:12:09,Local PC,localhost,NORMAL,,14.5,65.4
2026-08-13 22:12:15,Home Router,192.168.1.1,NORMAL,14.06,,
2026-08-13 22:12:15,Google DNS,8.8.8.8,NORMAL,63.29,,
2026-08-13 22:12:15,Cloudflare DNS,1.1.1.1,NORMAL,20.48,,
2026-08-13 22:12:15,Local PC,localhost,NORMAL,,18.8,65.7
2026-08-13 22:12:21,Home Router,192.168.1.1,NORMAL,18.65,,
2026-08-13 22:12:21,Google DNS,8.8.8.8,NORMAL,74.39,,
2026-08-13 22:12:21,Cloudflare DNS,1.1.1.1,NORMAL,25.89,,
2026-08-13 22:12:21,Local PC,localhost,NORMAL,,5.0,65.4
2026-08-13 22:12:27,Home Router,192.168.1.1,NORMAL,15.06,,
2026-08-13 22:12:27,Google DNS,8.8.8.8,NORMAL,60.03,,
2026-08-13 22:12:27,Cloudflare DNS,1.1.1.1,NORMAL,22.99,,
2026-08-13 22:12:27,Local PC,localhost,NORMAL,,2.8,65.4
2026-08-13 22:12:33,Home Router,192.168.1.1,NORMAL,11.6,,
2026-08-13 22:12:33,Google DNS,8.8.8.8,NORMAL,88.47,,
2026-08-13 22:12:33,Cloudflare DNS,1.1.1.1,NORMAL,61.17,,
2026-08-13 22:12:33,Local PC,localhost,NORMAL,,3.2,65.5
2026-08-13 22:12:39,Home Router,192.168.1.1,NORMAL,18.91,,
2026-08-13 22:12:39,Google DNS,8.8.8.8,NORMAL,69.46,,
2026-08-13 22:12:40,Cloudflare DNS,1.1.1.1,NORMAL,71.32,,
2026-08-13 22:12:40,Local PC,localhost,NORMAL,,9.2,65.7
2026-08-13 22:12:46,Home Router,192.168.1.1,NORMAL,14.07,,
2026-08-13 22:12:46,Google DNS,8.8.8.8,NORMAL,64.91,,
2026-08-13 22:12:46,Cloudflare DNS,1.1.1.1,NORMAL,26.53,,
2026-08-13 22:12:46,Local PC,localhost,NORMAL,,13.9,66.0
2026-08-13 22:12:52,Home Router,192.168.1.1,NORMAL,16.35,,
2026-08-13 22:12:52,Google DNS,8.8.8.8,NORMAL,83.16,,
2026-08-13 22:12:52,Cloudflare DNS,1.1.1.1,NORMAL,75.62,,
2026-08-13 22:12:52,Local PC,localhost,NORMAL,,22.7,65.8
2026-08-13 22:12:58,Home Router,192.168.1.1,NORMAL,15.02,,
2026-08-13 22:12:58,Google DNS,8.8.8.8,NORMAL,61.12,,
2026-08-13 22:12:58,Cloudflare DNS,1.1.1.1,NORMAL,28.93,,
2026-08-13 22:12:58,Local PC,localhost,NORMAL,,15.9,66.0
2026-08-13 22:13:04,Home Router,192.168.1.1,NORMAL,17.27,,
2026-08-13 22:13:04,Google DNS,8.8.8.8,NORMAL,60.51,,
2026-08-13 22:13:04,Cloudflare DNS,1.1.1.1,NORMAL,29.57,,
2026-08-13 22:13:04,Local PC,localhost,NORMAL,,9.8,66.0
2026-08-13 22:13:10,Home Router,192.168.1.1,NORMAL,14.41,,
2026-08-13 22:13:10,Google DNS,8.8.8.8,NORMAL,61.3,,
2026-08-13 22:13:10,Cloudflare DNS,1.1.1.1,NORMAL,21.16,,
2026-08-13 22:13:10,Local PC,localhost,NORMAL,,4.5,65.7
2026-08-13 22:13:16,Home Router,192.168.1.1,NORMAL,16.98,,
2026-08-13 22:13:16,Google DNS,8.8.8.8,NORMAL,59.64,,
2026-08-13 22:13:16,Cloudflare DNS,1.1.1.1,NORMAL,21.0,,
2026-08-13 22:13:16,Local PC,localhost,NORMAL,,3.1,66.1
2026-08-13 22:13:22,Home Router,192.168.1.1,NORMAL,13.51,,
2026-08-13 22:13:22,Google DNS,8.8.8.8,NORMAL,62.19,,
2026-08-13 22:13:22,Cloudflare DNS,1.1.1.1,NORMAL,33.13,,
2026-08-13 22:13:22,Local PC,localhost,NORMAL,,15.5,66.4
2026-08-13 22:13:28,Home Router,192.168.1.1,NORMAL,13.06,,
2026-08-13 22:13:28,Google DNS,8.8.8.8,NORMAL,61.06,,
2026-08-13 22:13:29,Cloudflare DNS,1.1.1.1,NORMAL,21.02,,
2026-08-13 22:13:29,Local PC,localhost,NORMAL,,14.6,66.8
2026-08-13 22:13:35,Home Router,192.168.1.1,NORMAL,20.18,,
2026-08-13 22:13:35,Google DNS,8.8.8.8,OFFLINE,N/A,,
2026-08-13 22:13:36,Cloudflare DNS,1.1.1.1,OFFLINE,N/A,,
2026-08-13 22:13:36,Local PC,localhost,NORMAL,,27.2,66.9
2026-08-13 22:13:42,Home Router,192.168.1.1,NORMAL,11.52,,
2026-08-13 22:13:42,Google DNS,8.8.8.8,NORMAL,59.11,,
2026-08-13 22:13:42,Cloudflare DNS,1.1.1.1,NORMAL,19.56,,
2026-08-13 22:13:42,Local PC,localhost,NORMAL,,4.8,66.6
2026-08-13 22:13:49,Home Router,192.168.1.1,NORMAL,44.43,,
2026-08-13 22:13:49,Google DNS,8.8.8.8,NORMAL,62.49,,
2026-08-13 22:13:49,Cloudflare DNS,1.1.1.1,NORMAL,26.21,,
2026-08-13 22:13:49,Local PC,localhost,NORMAL,,31.2,68.2
2026-08-13 22:13:55,Home Router,192.168.1.1,NORMAL,11.69,,
2026-08-13 22:13:55,Google DNS,8.8.8.8,NORMAL,58.6,,
2026-08-13 22:13:55,Cloudflare DNS,1.1.1.1,NORMAL,21.05,,
2026-08-13 22:13:55,Local PC,localhost,NORMAL,,19.2,67.9
2026-08-13 22:14:01,Home Router,192.168.1.1,NORMAL,22.61,,
2026-08-13 22:14:01,Google DNS,8.8.8.8,NORMAL,68.82,,
2026-08-13 22:14:01,Cloudflare DNS,1.1.1.1,NORMAL,24.39,,
2026-08-13 22:14:01,Local PC,localhost,NORMAL,,3.4,67.0
2026-08-13 22:14:07,Home Router,192.168.1.1,NORMAL,15.58,,
2026-08-13 22:14:07,Google DNS,8.8.8.8,NORMAL,64.11,,
2026-08-13 22:14:07,Cloudflare DNS,1.1.1.1,NORMAL,20.56,,
2026-08-13 22:14:07,Local PC,localhost,NORMAL,,4.1,67.0
2026-08-13 22:14:13,Home Router,192.168.1.1,WARNING,120.29,,
2026-08-13 22:14:13,Google DNS,8.8.8.8,NORMAL,63.21,,
2026-08-13 22:14:13,Cloudflare DNS,1.1.1.1,NORMAL,25.0,,
2026-08-13 22:14:13,Local PC,localhost,NORMAL,,27.3,67.4
2026-08-13 22:14:19,Home Router,192.168.1.1,NORMAL,11.07,,
2026-08-13 22:14:19,Google DNS,8.8.8.8,NORMAL,60.76,,
2026-08-13 22:14:19,Cloudflare DNS,1.1.1.1,NORMAL,26.27,,
2026-08-13 22:14:19,Local PC,localhost,NORMAL,,18.5,66.6
2026-08-13 22:14:25,Home Router,192.168.1.1,NORMAL,16.11,,
2026-08-13 22:14:25,Google DNS,8.8.8.8,NORMAL,76.65,,
2026-08-13 22:14:25,Cloudflare DNS,1.1.1.1,NORMAL,21.58,,
2026-08-13 22:14:25,Local PC,localhost,NORMAL,,27.2,66.7
2026-08-13 22:14:31,Home Router,192.168.1.1,NORMAL,14.9,,
2026-08-13 22:14:31,Google DNS,8.8.8.8,NORMAL,58.97,,
2026-08-13 22:14:32,Cloudflare DNS,1.1.1.1,NORMAL,36.24,,
2026-08-13 22:14:32,Local PC,localhost,NORMAL,,7.6,66.7
2026-08-13 22:14:38,Home Router,192.168.1.1,NORMAL,22.36,,
2026-08-13 22:14:38,Google DNS,8.8.8.8,NORMAL,63.84,,
2026-08-13 22:14:38,Cloudflare DNS,1.1.1.1,NORMAL,30.77,,
2026-08-13 22:14:38,Local PC,localhost,NORMAL,,7.8,67.6
2026-08-13 22:14:44,Home Router,192.168.1.1,NORMAL,15.92,,
2026-08-13 22:14:44,Google DNS,8.8.8.8,NORMAL,57.83,,
2026-08-13 22:14:44,Cloudflare DNS,1.1.1.1,NORMAL,22.54,,
2026-08-13 22:14:44,Local PC,localhost,NORMAL,,5.7,67.5
2026-08-13 22:14:50,Home Router,192.168.1.1,NORMAL,12.21,,
2026-08-13 22:14:50,Google DNS,8.8.8.8,WARNING,116.88,,
2026-08-13 22:14:50,Cloudflare DNS,1.1.1.1,NORMAL,61.22,,
2026-08-13 22:14:50,Local PC,localhost,NORMAL,,29.2,68.3
2026-08-13 22:14:56,Home Router,192.168.1.1,NORMAL,12.4,,
2026-08-13 22:14:56,Google DNS,8.8.8.8,NORMAL,60.51,,
2026-08-13 22:14:56,Cloudflare DNS,1.1.1.1,NORMAL,28.1,,
2026-08-13 22:14:56,Local PC,localhost,NORMAL,,23.5,68.2
2026-08-13 22:15:02,Home Router,192.168.1.1,NORMAL,10.76,,
2026-08-13 22:15:02,Google DNS,8.8.8.8,NORMAL,58.22,,
2026-08-13 22:15:02,Cloudflare DNS,1.1.1.1,NORMAL,20.73,,
2026-08-13 22:15:02,Local PC,localhost,NORMAL,,14.5,67.0
2026-08-13 22:15:08,Home Router,192.168.1.1,NORMAL,12.94,,
2026-08-13 22:15:08,Google DNS,8.8.8.8,NORMAL,59.57,,
2026-08-13 22:15:08,Cloudflare DNS,1.1.1.1,NORMAL,20.36,,
2026-08-13 22:15:08,Local PC,localhost,NORMAL,,17.9,61.6
2026-08-13 22:15:32,Home Router,192.168.1.1,NORMAL,13.12,,
2026-08-13 22:15:32,Google DNS,8.8.8.8,WARNING,144.94,,
2026-08-13 22:15:32,Cloudflare DNS,1.1.1.1,NORMAL,20.07,,
2026-08-13 22:15:32,Local PC,localhost,NORMAL,,27.2,61.4
2026-08-13 22:15:38,Home Router,192.168.1.1,NORMAL,12.99,,
2026-08-13 22:15:38,Google DNS,8.8.8.8,NORMAL,77.7,,
2026-08-13 22:15:38,Cloudflare DNS,1.1.1.1,NORMAL,35.91,,
2026-08-13 22:15:38,Local PC,localhost,NORMAL,,23.3,60.9
2026-08-13 22:15:44,Home Router,192.168.1.1,NORMAL,10.29,,
2026-08-13 22:15:45,Google DNS,8.8.8.8,NORMAL,64.23,,
2026-08-13 22:15:45,Cloudflare DNS,1.1.1.1,NORMAL,18.46,,
2026-08-13 22:15:45,Local PC,localhost,NORMAL,,14.1,61.1
2026-08-13 22:15:51,Home Router,192.168.1.1,NORMAL,12.29,,
2026-08-13 22:15:51,Google DNS,8.8.8.8,WARNING,171.9,,
2026-08-13 22:15:51,Cloudflare DNS,1.1.1.1,NORMAL,23.61,,
2026-08-13 22:15:51,Local PC,localhost,NORMAL,,24.4,61.3
2026-08-13 22:15:57,Home Router,192.168.1.1,NORMAL,15.3,,
2026-08-13 22:15:57,Google DNS,8.8.8.8,NORMAL,63.01,,
2026-08-13 22:15:57,Cloudflare DNS,1.1.1.1,NORMAL,20.42,,
2026-08-13 22:15:57,Local PC,localhost,NORMAL,,34.0,62.3
2026-08-13 22:16:03,Home Router,192.168.1.1,NORMAL,12.25,,
2026-08-13 22:16:03,Google DNS,8.8.8.8,NORMAL,60.23,,
2026-08-13 22:16:03,Cloudflare DNS,1.1.1.1,NORMAL,20.0,,
2026-08-13 22:16:03,Local PC,localhost,NORMAL,,5.6,62.2
2026-08-13 22:16:09,Home Router,192.168.1.1,NORMAL,24.51,,
2026-08-13 22:16:09,Google DNS,8.8.8.8,NORMAL,69.41,,
2026-08-13 22:16:09,Cloudflare DNS,1.1.1.1,NORMAL,19.98,,
2026-08-13 22:16:09,Local PC,localhost,NORMAL,,3.4,62.4
2026-08-13 22:16:15,Home Router,192.168.1.1,NORMAL,11.19,,
2026-08-13 22:16:15,Google DNS,8.8.8.8,NORMAL,76.17,,
2026-08-13 22:16:15,Cloudflare DNS,1.1.1.1,NORMAL,48.57,,
2026-08-13 22:16:15,Local PC,localhost,NORMAL,,8.3,62.6
2026-08-13 22:16:21,Home Router,192.168.1.1,NORMAL,19.52,,
2026-08-13 22:16:21,Google DNS,8.8.8.8,NORMAL,80.62,,
2026-08-13 22:16:21,Cloudflare DNS,1.1.1.1,NORMAL,40.94,,
2026-08-13 22:16:21,Local PC,localhost,NORMAL,,12.6,62.9
2026-08-13 22:16:27,Home Router,192.168.1.1,NORMAL,13.65,,
2026-08-13 22:16:27,Google DNS,8.8.8.8,NORMAL,61.29,,
2026-08-13 22:16:28,Cloudflare DNS,1.1.1.1,NORMAL,20.33,,
2026-08-13 22:16:28,Local PC,localhost,NORMAL,,13.8,62.1
2026-08-13 22:16:34,Home Router,192.168.1.1,NORMAL,10.88,,
2026-08-13 22:16:34,Google DNS,8.8.8.8,NORMAL,76.24,,
2026-08-13 22:16:34,Cloudflare DNS,1.1.1.1,NORMAL,19.25,,
2026-08-13 22:16:34,Local PC,localhost,NORMAL,,5.2,62.0
2026-08-13 22:16:40,Home Router,192.168.1.1,NORMAL,15.09,,
2026-08-13 22:16:40,Google DNS,8.8.8.8,NORMAL,64.27,,
2026-08-13 22:16:40,Cloudflare DNS,1.1.1.1,NORMAL,20.77,,
2026-08-13 22:16:40,Local PC,localhost,NORMAL,,9.2,62.2
2026-08-13 22:16:46,Home Router,192.168.1.1,NORMAL,18.83,,
2026-08-13 22:16:46,Google DNS,8.8.8.8,NORMAL,60.4,,
2026-08-13 22:16:46,Cloudflare DNS,1.1.1.1,NORMAL,29.29,,
2026-08-13 22:16:46,Local PC,localhost,NORMAL,,11.5,62.3
2026-08-13 22:16:52,Home Router,192.168.1.1,NORMAL,14.46,,
2026-08-13 22:16:52,Google DNS,8.8.8.8,NORMAL,60.46,,
2026-08-13 22:16:52,Cloudflare DNS,1.1.1.1,NORMAL,19.65,,
2026-08-13 22:16:52,Local PC,localhost,NORMAL,,9.6,62.1
2026-08-13 22:16:58,Home Router,192.168.1.1,NORMAL,12.04,,
2026-08-13 22:16:58,Google DNS,8.8.8.8,WARNING,129.42,,
2026-08-13 22:16:58,Cloudflare DNS,1.1.1.1,NORMAL,48.74,,
2026-08-13 22:16:58,Local PC,localhost,NORMAL,,30.2,62.9
2026-08-13 22:17:04,Home Router,192.168.1.1,NORMAL,12.68,,
2026-08-13 22:17:04,Google DNS,8.8.8.8,NORMAL,58.56,,
2026-08-13 22:17:04,Cloudflare DNS,1.1.1.1,NORMAL,20.03,,
2026-08-13 22:17:04,Local PC,localhost,NORMAL,,26.5,62.6
2026-08-13 22:17:10,Home Router,192.168.1.1,NORMAL,15.01,,
2026-08-13 22:17:10,Google DNS,8.8.8.8,NORMAL,60.57,,
2026-08-13 22:17:10,Cloudflare DNS,1.1.1.1,NORMAL,25.06,,
2026-08-13 22:17:10,Local PC,localhost,NORMAL,,3.3,62.6
2026-08-13 22:17:16,Home Router,192.168.1.1,NORMAL,10.55,,
2026-08-13 22:17:16,Google DNS,8.8.8.8,NORMAL,61.71,,
2026-08-13 22:17:16,Cloudflare DNS,1.1.1.1,NORMAL,32.19,,
2026-08-13 22:17:16,Local PC,localhost,NORMAL,,3.2,62.7
2026-08-13 22:17:23,Home Router,192.168.1.1,NORMAL,13.23,,
2026-08-13 22:17:23,Google DNS,8.8.8.8,NORMAL,61.1,,
2026-08-13 22:17:23,Cloudflare DNS,1.1.1.1,NORMAL,20.23,,
2026-08-13 22:17:23,Local PC,localhost,NORMAL,,10.5,61.9
2026-08-13 22:17:29,Home Router,192.168.1.1,NORMAL,12.43,,
2026-08-13 22:17:29,Google DNS,8.8.8.8,NORMAL,60.91,,
2026-08-13 22:17:29,Cloudflare DNS,1.1.1.1,NORMAL,20.5,,
2026-08-13 22:17:29,Local PC,localhost,NORMAL,,10.5,62.0
2026-08-13 22:17:35,Home Router,192.168.1.1,NORMAL,13.65,,
2026-08-13 22:17:35,Google DNS,8.8.8.8,NORMAL,61.99,,
2026-08-13 22:17:35,Cloudflare DNS,1.1.1.1,NORMAL,21.58,,
2026-08-13 22:17:35,Local PC,localhost,NORMAL,,11.9,61.9
2026-08-13 22:17:41,Home Router,192.168.1.1,NORMAL,15.65,,
2026-08-13 22:17:41,Google DNS,8.8.8.8,NORMAL,61.04,,
2026-08-13 22:17:41,Cloudflare DNS,1.1.1.1,NORMAL,21.84,,
2026-08-13 22:17:41,Local PC,localhost,NORMAL,,4.2,62.1
2026-08-13 22:17:47,Home Router,192.168.1.1,NORMAL,14.9,,
2026-08-13 22:17:47,Google DNS,8.8.8.8,NORMAL,62.4,,
2026-08-13 22:17:47,Cloudflare DNS,1.1.1.1,NORMAL,21.95,,
2026-08-13 22:17:47,Local PC,localhost,NORMAL,,6.3,62.2
2026-08-13 22:17:53,Home Router,192.168.1.1,NORMAL,12.11,,
2026-08-13 22:17:53,Google DNS,8.8.8.8,NORMAL,60.9,,
2026-08-13 22:17:53,Cloudflare DNS,1.1.1.1,NORMAL,21.44,,
2026-08-13 22:17:53,Local PC,localhost,NORMAL,,9.1,61.7
2026-08-13 22:17:59,Home Router,192.168.1.1,NORMAL,20.17,,
2026-08-13 22:17:59,Google DNS,8.8.8.8,NORMAL,90.24,,
2026-08-13 22:17:59,Cloudflare DNS,1.1.1.1,NORMAL,23.85,,
2026-08-13 22:17:59,Local PC,localhost,NORMAL,,3.8,61.7
2026-08-13 22:18:05,Home Router,192.168.1.1,NORMAL,17.85,,
2026-08-13 22:18:05,Google DNS,8.8.8.8,NORMAL,70.46,,
2026-08-13 22:18:05,Cloudflare DNS,1.1.1.1,NORMAL,19.68,,
2026-08-13 22:18:05,Local PC,localhost,NORMAL,,16.5,61.9
2026-08-13 22:18:11,Home Router,192.168.1.1,NORMAL,11.17,,
2026-08-13 22:18:11,Google DNS,8.8.8.8,NORMAL,70.07,,
2026-08-13 22:18:11,Cloudflare DNS,1.1.1.1,NORMAL,34.42,,
2026-08-13 22:18:11,Local PC,localhost,NORMAL,,20.9,61.3
2026-08-13 22:23:43,Home Router,192.168.1.1,NORMAL,12.46,,
2026-08-13 22:23:43,Google DNS,8.8.8.8,NORMAL,58.55,,
2026-08-13 22:23:43,Cloudflare DNS,1.1.1.1,NORMAL,23.63,,
2026-08-13 22:23:43,Local PC,localhost,NORMAL,,8.3,60.0
2026-08-13 22:23:49,Home Router,192.168.1.1,NORMAL,13.82,,
2026-08-13 22:23:49,Google DNS,8.8.8.8,NORMAL,61.4,,
2026-08-13 22:23:49,Cloudflare DNS,1.1.1.1,NORMAL,19.41,,
2026-08-13 22:23:49,Local PC,localhost,NORMAL,,16.9,59.8
2026-08-13 22:23:55,Home Router,192.168.1.1,NORMAL,16.31,,
2026-08-13 22:23:56,Google DNS,8.8.8.8,NORMAL,74.32,,
2026-08-13 22:23:56,Cloudflare DNS,1.1.1.1,NORMAL,22.23,,
2026-08-13 22:23:56,Local PC,localhost,NORMAL,,9.0,59.6
2026-08-13 22:24:02,Home Router,192.168.1.1,NORMAL,11.89,,
2026-08-13 22:24:02,Google DNS,8.8.8.8,NORMAL,62.5,,
2026-08-13 22:24:02,Cloudflare DNS,1.1.1.1,NORMAL,18.95,,
2026-08-13 22:24:02,Local PC,localhost,NORMAL,,12.0,59.9
2026-08-13 22:24:08,Home Router,192.168.1.1,NORMAL,21.52,,
2026-08-13 22:24:08,Google DNS,8.8.8.8,NORMAL,59.09,,
2026-08-13 22:24:08,Cloudflare DNS,1.1.1.1,NORMAL,24.23,,
2026-08-13 22:24:08,Local PC,localhost,NORMAL,,3.4,60.1
2026-08-13 22:24:14,Home Router,192.168.1.1,NORMAL,16.37,,
2026-08-13 22:24:14,Google DNS,8.8.8.8,NORMAL,58.27,,
2026-08-13 22:24:14,Cloudflare DNS,1.1.1.1,NORMAL,20.48,,
2026-08-13 22:24:14,Local PC,localhost,NORMAL,,16.6,60.3
2026-08-13 22:24:20,Home Router,192.168.1.1,NORMAL,12.43,,
2026-08-13 22:24:20,Google DNS,8.8.8.8,NORMAL,60.31,,
2026-08-13 22:24:20,Cloudflare DNS,1.1.1.1,NORMAL,18.49,,
2026-08-13 22:24:20,Local PC,localhost,NORMAL,,9.1,58.4
2026-08-13 22:24:26,Home Router,192.168.1.1,NORMAL,13.49,,
2026-08-13 22:24:26,Google DNS,8.8.8.8,NORMAL,65.81,,
2026-08-13 22:24:26,Cloudflare DNS,1.1.1.1,NORMAL,38.27,,
2026-08-13 22:24:26,Local PC,localhost,NORMAL,,12.7,59.4
2026-08-13 22:24:32,Home Router,192.168.1.1,NORMAL,15.71,,
2026-08-13 22:24:32,Google DNS,8.8.8.8,NORMAL,60.48,,
2026-08-13 22:24:32,Cloudflare DNS,1.1.1.1,NORMAL,22.45,,
2026-08-13 22:24:32,Local PC,localhost,NORMAL,,14.2,59.7
2026-08-13 22:24:38,Home Router,192.168.1.1,NORMAL,13.63,,
2026-08-13 22:24:38,Google DNS,8.8.8.8,NORMAL,58.51,,
2026-08-13 22:24:38,Cloudflare DNS,1.1.1.1,NORMAL,23.36,,
2026-08-13 22:24:38,Local PC,localhost,NORMAL,,8.2,59.7
2026-08-13 22:24:44,Home Router,192.168.1.1,NORMAL,16.36,,
2026-08-13 22:24:44,Google DNS,8.8.8.8,NORMAL,62.52,,
2026-08-13 22:24:44,Cloudflare DNS,1.1.1.1,NORMAL,24.13,,
2026-08-13 22:24:44,Local PC,localhost,NORMAL,,5.1,59.9
2026-08-13 22:24:50,Home Router,192.168.1.1,NORMAL,14.9,,
2026-08-13 22:24:50,Google DNS,8.8.8.8,NORMAL,62.85,,
2026-08-13 22:24:51,Cloudflare DNS,1.1.1.1,NORMAL,21.66,,
2026-08-13 22:24:51,Local PC,localhost,NORMAL,,5.0,60.3
2026-08-13 22:24:57,Home Router,192.168.1.1,NORMAL,11.02,,
2026-08-13 22:24:57,Google DNS,8.8.8.8,NORMAL,58.48,,
2026-08-13 22:24:57,Cloudflare DNS,1.1.1.1,NORMAL,26.86,,
2026-08-13 22:24:57,Local PC,localhost,NORMAL,,12.4,59.9
2026-08-13 22:25:03,Home Router,192.168.1.1,NORMAL,11.63,,
2026-08-13 22:25:03,Google DNS,8.8.8.8,NORMAL,61.74,,
2026-08-13 22:25:03,Cloudflare DNS,1.1.1.1,NORMAL,21.38,,
2026-08-13 22:25:03,Local PC,localhost,NORMAL,,14.0,59.4
2026-08-13 22:25:09,Home Router,192.168.1.1,NORMAL,12.25,,
2026-08-13 22:25:09,Google DNS,8.8.8.8,NORMAL,57.38,,
2026-08-13 22:25:09,Cloudflare DNS,1.1.1.1,NORMAL,25.18,,
2026-08-13 22:25:09,Local PC,localhost,NORMAL,,12.6,59.5
2026-08-13 22:25:15,Home Router,192.168.1.1,NORMAL,12.57,,
2026-08-13 22:25:15,Google DNS,8.8.8.8,NORMAL,59.9,,
2026-08-13 22:25:15,Cloudflare DNS,1.1.1.1,NORMAL,25.54,,
2026-08-13 22:25:15,Local PC,localhost,NORMAL,,2.5,59.5
2026-08-13 22:25:21,Home Router,192.168.1.1,NORMAL,13.03,,
2026-08-13 22:25:21,Google DNS,8.8.8.8,NORMAL,61.44,,
2026-08-13 22:25:21,Cloudflare DNS,1.1.1.1,NORMAL,21.53,,
2026-08-13 22:25:21,Local PC,localhost,NORMAL,,11.4,59.8
2026-08-13 22:25:27,Home Router,192.168.1.1,NORMAL,15.86,,
2026-08-13 22:25:27,Google DNS,8.8.8.8,NORMAL,72.17,,
2026-08-13 22:25:27,Cloudflare DNS,1.1.1.1,NORMAL,25.21,,
2026-08-13 22:25:27,Local PC,localhost,NORMAL,,3.6,59.5
2026-08-13 22:25:33,Home Router,192.168.1.1,NORMAL,13.67,,
2026-08-13 22:25:33,Google DNS,8.8.8.8,NORMAL,58.98,,
2026-08-13 22:25:33,Cloudflare DNS,1.1.1.1,NORMAL,21.4,,
2026-08-13 22:25:33,Local PC,localhost,NORMAL,,10.9,59.4
2026-08-13 22:25:39,Home Router,192.168.1.1,NORMAL,34.23,,
2026-08-13 22:25:39,Google DNS,8.8.8.8,NORMAL,61.31,,
2026-08-13 22:25:39,Cloudflare DNS,1.1.1.1,NORMAL,27.15,,
2026-08-13 22:25:39,Local PC,localhost,NORMAL,,12.4,59.6
2026-08-13 22:25:45,Home Router,192.168.1.1,NORMAL,13.72,,
2026-08-13 22:25:45,Google DNS,8.8.8.8,NORMAL,60.19,,
2026-08-13 22:25:45,Cloudflare DNS,1.1.1.1,NORMAL,21.25,,
2026-08-13 22:25:45,Local PC,localhost,NORMAL,,9.4,60.0
2026-08-13 22:25:51,Home Router,192.168.1.1,NORMAL,9.89,,
2026-08-13 22:25:52,Google DNS,8.8.8.8,NORMAL,58.31,,
2026-08-13 22:25:52,Cloudflare DNS,1.1.1.1,NORMAL,20.02,,
2026-08-13 22:25:52,Local PC,localhost,NORMAL,,11.1,61.4
2026-08-13 23:14:16,Home Router,192.168.1.1,NORMAL,11.6,,
2026-08-13 23:14:16,Google DNS,8.8.8.8,NORMAL,62.6,,
2026-08-13 23:14:16,Cloudflare DNS,1.1.1.1,NORMAL,23.2,,
2026-08-13 23:14:16,Local PC,localhost,NORMAL,,20.8,63.6
2026-08-13 23:14:22,Home Router,192.168.1.1,NORMAL,25.58,,
2026-08-13 23:14:22,Google DNS,8.8.8.8,NORMAL,61.01,,
2026-08-13 23:14:22,Cloudflare DNS,1.1.1.1,NORMAL,19.47,,
2026-08-13 23:14:23,Local PC,localhost,NORMAL,,23.8,63.7
2026-08-13 23:14:29,Home Router,192.168.1.1,NORMAL,13.31,,
2026-08-13 23:14:29,Google DNS,8.8.8.8,NORMAL,62.24,,
2026-08-13 23:14:29,Cloudflare DNS,1.1.1.1,NORMAL,21.17,,
2026-08-13 23:14:29,Local PC,localhost,NORMAL,,10.8,64.0
2026-08-13 23:14:35,Home Router,192.168.1.1,NORMAL,12.59,,
2026-08-13 23:14:35,Google DNS,8.8.8.8,NORMAL,60.22,,
2026-08-13 23:14:35,Cloudflare DNS,1.1.1.1,NORMAL,19.37,,
2026-08-13 23:14:35,Local PC,localhost,NORMAL,,6.1,64.3
2026-08-13 23:14:41,Home Router,192.168.1.1,NORMAL,12.04,,
2026-08-13 23:14:41,Google DNS,8.8.8.8,NORMAL,59.95,,
2026-08-13 23:14:41,Cloudflare DNS,1.1.1.1,NORMAL,36.18,,
2026-08-13 23:14:41,Local PC,localhost,NORMAL,,17.0,65.3
2026-08-13 23:14:47,Home Router,192.168.1.1,NORMAL,13.92,,
2026-08-13 23:14:47,Google DNS,8.8.8.8,NORMAL,59.45,,
2026-08-13 23:14:47,Cloudflare DNS,1.1.1.1,NORMAL,20.6,,
2026-08-13 23:14:47,Local PC,localhost,NORMAL,,10.1,65.2
2026-08-13 23:14:53,Home Router,192.168.1.1,NORMAL,15.96,,
2026-08-13 23:14:53,Google DNS,8.8.8.8,NORMAL,78.06,,
2026-08-13 23:14:53,Cloudflare DNS,1.1.1.1,NORMAL,21.79,,
2026-08-13 23:14:53,Local PC,localhost,NORMAL,,4.8,65.1
2026-08-13 23:14:59,Home Router,192.168.1.1,NORMAL,13.38,,
2026-08-13 23:14:59,Google DNS,8.8.8.8,NORMAL,59.05,,
2026-08-13 23:14:59,Cloudflare DNS,1.1.1.1,NORMAL,25.61,,
2026-08-13 23:14:59,Local PC,localhost,NORMAL,,4.9,65.2
2026-08-13 23:15:05,Home Router,192.168.1.1,NORMAL,18.61,,
2026-08-13 23:15:05,Google DNS,8.8.8.8,NORMAL,64.95,,
2026-08-13 23:15:05,Cloudflare DNS,1.1.1.1,NORMAL,21.07,,
2026-08-13 23:15:05,Local PC,localhost,NORMAL,,2.5,65.3
2026-08-13 23:15:11,Home Router,192.168.1.1,NORMAL,21.02,,
2026-08-13 23:15:11,Google DNS,8.8.8.8,NORMAL,79.42,,
2026-08-13 23:15:11,Cloudflare DNS,1.1.1.1,NORMAL,19.09,,
2026-08-13 23:15:11,Local PC,localhost,NORMAL,,10.9,64.8
2026-08-13 23:15:17,Home Router,192.168.1.1,NORMAL,24.96,,
